PV,TC,LAL,LAH-1,LAH-2,V-6,RV-4,"RV-1,2,3",Output
Normal ,Fail,Normal ,Medium,Normal ,Medium,Normal ,Medium,High risk
Normal ,Fail,Normal ,Medium,Normal ,Medium,Normal ,Fail,Emergency
Normal ,Fail,Normal ,Medium,Normal ,Fail,Medium,Normal ,Emergency
Normal ,Fail,Normal ,Medium,Normal ,Fail,Medium,Medium,Emergency
Normal ,Fail,Normal ,Medium,Normal ,Fail,Medium,Fail,Emergency
Normal ,Fail,Normal ,Medium,Normal ,Fail,Fail,Normal ,Emergency
Normal ,Fail,Normal ,Medium,Normal ,Fail,Fail,Medium,Emergency
Normal ,Fail,Normal ,Medium,Normal ,Fail,Fail,Fail,Emergency
Normal ,Fail,Normal ,Fail,Medium,Normal ,Normal ,Normal ,High risk
Normal ,Fail,Normal ,Fail,Medium,Normal ,Normal ,Medium,High risk
Normal ,Fail,Normal ,Fail,Medium,Normal ,Normal ,Fail,Emergency
Normal ,Fail,Normal ,Fail,Medium,Normal ,Medium,Normal ,High risk
Normal ,Fail,Normal ,Fail,Medium,Normal ,Medium,Medium,High risk
Normal ,Fail,Normal ,Fail,Medium,Normal ,Medium,Fail,Emergency
Normal ,Fail,Normal ,Fail,Medium,Medium,Fail,Normal ,Emergency
Normal ,Fail,Normal ,Fail,Medium,Medium,Fail,Medium,Emergency
Normal ,Fail,Normal ,Fail,Medium,Medium,Fail,Fail,Emergency
Normal ,Fail,Normal ,Fail,Fail,Medium,Normal ,Normal ,Emergency
Normal ,Fail,Normal ,Fail,Fail,Medium,Normal ,Medium,Emergency
Normal ,Fail,Normal ,Fail,Fail,Medium,Normal ,Fail,Emergency
Normal ,Fail,Normal ,Fail,Fail,Fail,Medium,Normal ,Emergency
Normal ,Fail,Normal ,Fail,Fail,Fail,Medium,Medium,Emergency
Normal ,Fail,Normal ,Fail,Fail,Fail,Medium,Fail,Emergency
Normal ,Fail,Normal ,Fail,Fail,Fail,Fail,Normal ,Emergency
Normal ,Fail,Normal ,Fail,Fail,Fail,Fail,Medium,Emergency
Normal ,Fail,Normal ,Fail,Fail,Fail,Fail,Fail,Emergency
Normal ,Fail,Medium,Normal ,Normal ,Normal ,Normal ,Normal ,Medium risk
Normal ,Fail,Medium,Normal ,Normal ,Normal ,Normal ,Medium,Medium risk
Normal ,Fail,Medium,Normal ,Normal ,Normal ,Normal ,Fail,High risk
Normal ,Fail,Medium,Normal ,Normal ,Normal ,Medium,Normal ,Medium risk
Normal ,Fail,Medium,Normal ,Normal ,Normal ,Medium,Medium,Medium risk
Normal ,Fail,Medium,Normal ,Normal ,Normal ,Medium,Fail,High risk
Normal ,Fail,Medium,Normal ,Normal ,Medium,Fail,Normal ,High risk
Normal ,Fail,Medium,Normal ,Normal ,Medium,Fail,Medium,High risk
Normal ,Fail,Medium,Normal ,Normal ,Medium,Fail,Fail,High risk
Normal ,Fail,Medium,Normal ,Medium,Medium,Normal ,Normal ,High risk
Normal ,Fail,Medium,Normal ,Medium,Medium,Normal ,Medium,High risk
Normal ,Fail,Medium,Normal ,Medium,Medium,Normal ,Fail,High risk
Normal ,Fail,Medium,Normal ,Medium,Fail,Medium,Normal ,High risk
Normal ,Fail,Medium,Normal ,Medium,Fail,Medium,Medium,High risk
Normal ,Fail,Medium,Normal ,Medium,Fail,Medium,Fail,Emergency
Normal ,Fail,Medium,Normal ,Medium,Fail,Fail,Normal ,Emergency
Normal ,Fail,Medium,Normal ,Medium,Fail,Fail,Medium,Emergency
Normal ,Fail,Medium,Normal ,Medium,Fail,Fail,Fail,Emergency
Normal ,Fail,Medium,Medium,Fail,Normal ,Normal ,Normal ,High risk
Normal ,Fail,Medium,Medium,Fail,Normal ,Normal ,Medium,High risk
Normal ,Fail,Medium,Medium,Fail,Normal ,Normal ,Fail,High risk
Normal ,Fail,Medium,Medium,Fail,Normal ,Medium,Normal ,High risk
Normal ,Fail,Medium,Medium,Fail,Normal ,Medium,Medium,High risk
Normal ,Fail,Medium,Medium,Fail,Normal ,Medium,Fail,Emergency
Normal ,Fail,Medium,Medium,Fail,Medium,Fail,Normal ,Emergency
Normal ,Fail,Medium,Medium,Fail,Medium,Fail,Medium,Emergency
Normal ,Fail,Medium,Medium,Fail,Medium,Fail,Fail,Emergency
Normal ,Fail,Medium,Medium,Normal ,Medium,Normal ,Normal ,High risk
Normal ,Fail,Medium,Medium,Normal ,Medium,Normal ,Medium,High risk
Normal ,Fail,Medium,Medium,Normal ,Medium,Normal ,Fail,High risk
Normal ,Fail,Medium,Medium,Normal ,Fail,Medium,Normal ,High risk
Normal ,Fail,Medium,Medium,Normal ,Fail,Medium,Medium,High risk
Normal ,Fail,Medium,Medium,Normal ,Fail,Medium,Fail,Emergency
Normal ,Fail,Medium,Medium,Normal ,Fail,Fail,Normal ,Emergency
Normal ,Fail,Medium,Medium,Normal ,Fail,Fail,Medium,Emergency
Normal ,Fail,Medium,Medium,Normal ,Fail,Fail,Fail,Emergency
Normal ,Fail,Medium,Fail,Medium,Normal ,Normal ,Normal ,High risk
Normal ,Fail,Medium,Fail,Medium,Normal ,Normal ,Medium,High risk
Normal ,Fail,Medium,Fail,Medium,Normal ,Normal ,Fail,High risk
Normal ,Fail,Medium,Fail,Medium,Normal ,Medium,Normal ,High risk
Normal ,Fail,Medium,Fail,Medium,Normal ,Medium,Medium,High risk
Normal ,Fail,Medium,Fail,Medium,Normal ,Medium,Fail,High risk
Normal ,Fail,Medium,Fail,Medium,Medium,Fail,Normal ,High risk
Normal ,Fail,Medium,Fail,Medium,Medium,Fail,Medium,High risk
Normal ,Fail,Medium,Fail,Medium,Medium,Fail,Fail,Emergency
Normal ,Fail,Medium,Fail,Fail,Medium,Normal ,Normal ,Emergency
Normal ,Fail,Medium,Fail,Fail,Medium,Normal ,Medium,Emergency
Normal ,Fail,Medium,Fail,Fail,Medium,Normal ,Fail,Emergency
Normal ,Fail,Medium,Fail,Fail,Fail,Medium,Normal ,Emergency
Normal ,Fail,Medium,Fail,Fail,Fail,Medium,Medium,Emergency
Normal ,Fail,Medium,Fail,Fail,Fail,Medium,Fail,Emergency
Normal ,Fail,Medium,Fail,Fail,Fail,Fail,Normal ,Emergency
Normal ,Fail,Medium,Fail,Fail,Fail,Fail,Medium,Emergency
Normal ,Fail,Medium,Fail,Fail,Fail,Fail,Fail,Emergency
Normal ,Fail,Fail,Normal ,Normal ,Normal ,Normal ,Normal ,High risk
Normal ,Fail,Fail,Normal ,Normal ,Normal ,Normal ,Medium,High risk
Normal ,Fail,Fail,Normal ,Normal ,Normal ,Normal ,Fail,High risk
Normal ,Fail,Fail,Normal ,Normal ,Normal ,Medium,Normal ,High risk
Normal ,Fail,Fail,Normal ,Normal ,Normal ,Medium,Medium,High risk
Normal ,Fail,Fail,Normal ,Normal ,Normal ,Medium,Fail,High risk
Normal ,Fail,Fail,Normal ,Normal ,Medium,Fail,Normal ,High risk
Normal ,Fail,Fail,Normal ,Normal ,Medium,Fail,Medium,High risk
Normal ,Fail,Fail,Normal ,Normal ,Medium,Fail,Fail,High risk
Normal ,Fail,Fail,Normal ,Medium,Medium,Normal ,Normal ,High risk
Normal ,Fail,Fail,Normal ,Medium,Medium,Normal ,Medium,High risk
Normal ,Fail,Fail,Normal ,Medium,Medium,Normal ,Fail,Emergency
Normal ,Fail,Fail,Normal ,Medium,Fail,Medium,Normal ,High risk
Normal ,Fail,Fail,Normal ,Medium,Fail,Medium,Medium,High risk
Normal ,Fail,Fail,Normal ,Medium,Fail,Medium,Fail,Emergency
Normal ,Fail,Fail,Normal ,Medium,Fail,Fail,Normal ,High risk
Normal ,Fail,Fail,Normal ,Medium,Fail,Fail,Medium,High risk
Normal ,Fail,Fail,Normal ,Medium,Fail,Fail,Fail,Emergency
Normal ,Fail,Fail,Medium,Fail,Normal ,Normal ,Normal ,High risk
Normal ,Fail,Fail,Medium,Fail,Normal ,Normal ,Medium,High risk
Normal ,Fail,Fail,Medium,Fail,Normal ,Normal ,Fail,Emergency
Normal ,Fail,Fail,Medium,Fail,Normal ,Medium,Normal ,High risk
Normal ,Fail,Fail,Medium,Fail,Normal ,Medium,Medium,High risk
Normal ,Fail,Fail,Medium,Fail,Normal ,Medium,Fail,Emergency
Normal ,Fail,Fail,Medium,Fail,Medium,Fail,Normal ,High risk
Normal ,Fail,Fail,Medium,Fail,Medium,Fail,Medium,High risk
Normal ,Fail,Fail,Medium,Fail,Medium,Fail,Fail,Emergency
Normal ,Fail,Fail,Medium,Normal ,Medium,Normal ,Normal ,High risk
Normal ,Fail,Fail,Medium,Normal ,Medium,Normal ,Medium,High risk
Normal ,Fail,Fail,Medium,Normal ,Medium,Normal ,Fail,Emergency
Normal ,Fail,Fail,Medium,Normal ,Fail,Medium,Normal ,High risk
Normal ,Fail,Fail,Medium,Normal ,Fail,Medium,Medium,High risk
Normal ,Fail,Fail,Medium,Normal ,Fail,Medium,Fail,Emergency
Normal ,Fail,Fail,Medium,Normal ,Fail,Fail,Normal ,Emergency
Normal ,Fail,Fail,Medium,Normal ,Fail,Fail,Medium,Emergency
Normal ,Fail,Fail,Medium,Normal ,Fail,Fail,Fail,Emergency
Normal ,Fail,Fail,Fail,Medium,Normal ,Normal ,Normal ,High risk
Normal ,Fail,Fail,Fail,Medium,Normal ,Normal ,Medium,High risk
Normal ,Fail,Fail,Fail,Medium,Normal ,Normal ,Fail,Emergency
Normal ,Fail,Fail,Fail,Medium,Normal ,Medium,Normal ,High risk
Normal ,Fail,Fail,Fail,Medium,Normal ,Medium,Medium,Emergency
Normal ,Fail,Fail,Fail,Medium,Normal ,Medium,Fail,Emergency
Normal ,Fail,Fail,Fail,Medium,Medium,Fail,Normal ,Emergency
Normal ,Fail,Fail,Fail,Medium,Medium,Fail,Medium,Emergency
Normal ,Fail,Fail,Fail,Medium,Medium,Fail,Fail,Emergency
Normal ,Fail,Fail,Fail,Fail,Medium,Normal ,Normal ,Emergency
Normal ,Fail,Fail,Fail,Fail,Medium,Normal ,Medium,Emergency
Normal ,Fail,Fail,Fail,Fail,Medium,Normal ,Fail,Emergency
Normal ,Fail,Fail,Fail,Fail,Fail,Medium,Normal ,Emergency
Normal ,Fail,Fail,Fail,Fail,Fail,Medium,Medium,Emergency
Normal ,Fail,Fail,Fail,Fail,Fail,Medium,Fail,Emergency
Normal ,Fail,Fail,Fail,Fail,Fail,Fail,Normal ,Emergency
Normal ,Fail,Fail,Fail,Fail,Fail,Fail,Medium,Emergency
Normal ,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Emergency
Medium,Low ,Normal,Normal ,Normal ,Normal ,Normal ,Normal ,Low risk 
Medium,Low ,Normal ,Normal ,Normal ,Normal ,Normal ,Medium,Low risk 
Medium,Low ,Normal ,Normal ,Normal ,Normal ,Normal ,Fail,Medium risk
Medium,Low ,Normal ,Normal ,Normal ,Normal ,Medium,Normal ,Medium risk
Medium,Low ,Normal ,Normal ,Normal ,Normal ,Medium,Medium,Medium risk
Medium,Low ,Normal ,Normal ,Normal ,Normal ,Medium,Fail,High risk
Medium,Low ,Normal ,Normal ,Normal ,Medium,Fail,Normal ,High risk
Medium,Low ,Normal ,Normal ,Normal ,Medium,Fail,Medium,High risk
Medium,Low ,Normal ,Normal ,Normal ,Medium,Fail,Fail,High risk
Medium,Low ,Normal ,Normal ,Medium,Medium,Normal ,Normal ,Medium risk
Medium,Low ,Normal ,Normal ,Medium,Medium,Normal ,Medium,Medium risk
Medium,Low ,Normal ,Normal ,Medium,Medium,Normal ,Fail,High risk
Medium,Low ,Normal ,Normal ,Medium,Fail,Medium,Normal ,High risk
Medium,Low ,Normal ,Normal ,Medium,Fail,Medium,Medium,High risk
Medium,Low ,Normal ,Normal ,Medium,Fail,Medium,Fail,High risk
Medium,Low ,Normal ,Normal ,Medium,Fail,Fail,Normal ,High risk
Medium,Low ,Normal ,Normal ,Medium,Fail,Fail,Medium,High risk
Medium,Low ,Normal ,Normal ,Medium,Fail,Fail,Fail,High risk
Medium,Low ,Normal ,Medium,Fail,Normal ,Normal ,Normal ,High risk
Medium,Low ,Normal ,Medium,Fail,Normal ,Normal ,Medium,High risk
Medium,Low ,Normal ,Medium,Fail,Normal ,Normal ,Fail,High risk
Medium,Low ,Normal ,Medium,Fail,Normal ,Medium,Normal ,High risk
Medium,Low ,Normal ,Medium,Fail,Normal ,Medium,Medium,High risk
Medium,Low ,Normal ,Medium,Fail,Normal ,Medium,Fail,High risk
Medium,Low ,Normal ,Medium,Fail,Medium,Fail,Normal ,High risk
Medium,Low ,Normal ,Medium,Fail,Medium,Fail,Medium,High risk
Medium,Low ,Normal ,Medium,Fail,Medium,Fail,Fail,High risk
Medium,Low ,Normal ,Medium,Normal ,Medium,Normal ,Normal ,Medium risk
Medium,Low ,Normal ,Medium,Normal ,Medium,Normal ,Medium,Medium risk
Medium,Low ,Normal ,Medium,Normal ,Medium,Normal ,Fail,High risk
Medium,Low ,Normal ,Medium,Normal ,Fail,Medium,Normal ,High risk
Medium,Low ,Normal ,Medium,Normal ,Fail,Medium,Medium,High risk
Medium,Low ,Normal ,Medium,Normal ,Fail,Medium,Fail,High risk
Medium,Low ,Normal ,Medium,Normal ,Fail,Fail,Normal ,High risk
Medium,Low ,Normal ,Medium,Normal ,Fail,Fail,Medium,High risk
Medium,Low ,Normal ,Medium,Normal ,Fail,Fail,Fail,High risk
Medium,Low ,Normal ,Fail,Medium,Normal ,Normal ,Normal ,Medium risk
Medium,Low ,Normal ,Fail,Medium,Normal ,Normal ,Medium,Medium risk
Medium,Low ,Normal ,Fail,Medium,Normal ,Normal ,Fail,High risk
Medium,Low ,Normal ,Fail,Medium,Normal ,Medium,Normal ,Medium risk
Medium,Low ,Normal ,Fail,Medium,Normal ,Medium,Medium,Medium risk
Medium,Low ,Normal ,Fail,Medium,Normal ,Medium,Fail,High risk
Medium,Low ,Normal ,Fail,Medium,Medium,Fail,Normal ,High risk
Medium,Low ,Normal ,Fail,Medium,Medium,Fail,Medium,High risk
Medium,Low ,Normal ,Fail,Medium,Medium,Fail,Fail,High risk
Medium,Low ,Normal ,Fail,Fail,Medium,Normal ,Normal ,High risk
Medium,Low ,Normal ,Fail,Fail,Medium,Normal ,Medium,High risk
Medium,Low ,Normal ,Fail,Fail,Medium,Normal ,Fail,High risk
Medium,Low ,Normal ,Fail,Fail,Fail,Medium,Normal ,High risk
Medium,Low ,Normal ,Fail,Fail,Fail,Medium,Medium,High risk
Medium,Low ,Normal ,Fail,Fail,Fail,Medium,Fail,High risk
Medium,Low ,Normal ,Fail,Fail,Fail,Fail,Normal ,Emergency
Medium,Low ,Normal ,Fail,Fail,Fail,Fail,Medium,Emergency
Medium,Low ,Normal ,Fail,Fail,Fail,Fail,Fail,Emergency
Medium,Low ,Medium,Normal ,Normal ,Normal ,Normal ,Normal ,Low risk 
Medium,Low ,Medium,Normal ,Normal ,Normal ,Normal ,Medium,Medium risk
Medium,Low ,Medium,Normal ,Normal ,Normal ,Normal ,Fail,High risk
Medium,Low ,Medium,Normal ,Normal ,Normal ,Medium,Normal ,Medium risk
Medium,Low ,Medium,Normal ,Normal ,Normal ,Medium,Medium,Medium risk
Medium,Low ,Medium,Normal ,Normal ,Normal ,Medium,Fail,High risk
Medium,Low ,Medium,Normal ,Normal ,Medium,Fail,Normal ,High risk
Medium,Low ,Medium,Normal ,Normal ,Medium,Fail,Medium,High risk
Medium,Low ,Medium,Normal ,Normal ,Medium,Fail,Fail,High risk
Medium,Low ,Medium,Normal ,Medium,Medium,Normal ,Normal ,Medium risk
Medium,Low ,Medium,Normal ,Medium,Medium,Normal ,Medium,Medium risk
Medium,Low ,Medium,Normal ,Medium,Medium,Normal ,Fail,High risk
Medium,Low ,Medium,Normal ,Medium,Fail,Medium,Normal ,High risk
Medium,Low ,Medium,Normal ,Medium,Fail,Medium,Medium,High risk
Medium,Low ,Medium,Normal ,Medium,Fail,Medium,Fail,High risk
Medium,Low ,Medium,Normal ,Medium,Fail,Fail,Normal ,High risk
Medium,Low ,Medium,Normal ,Medium,Fail,Fail,Medium,High risk
Medium,Low ,Medium,Normal ,Medium,Fail,Fail,Fail,High risk
Medium,Low ,Medium,Medium,Fail,Normal ,Normal ,Normal ,High risk
Medium,Low ,Medium,Medium,Fail,Normal ,Normal ,Medium,High risk
Medium,Low ,Medium,Medium,Fail,Normal ,Normal ,Fail,High risk
Medium,Low ,Medium,Medium,Fail,Normal ,Medium,Normal ,High risk
Medium,Low ,Medium,Medium,Fail,Normal ,Medium,Medium,High risk
Medium,Low ,Medium,Medium,Fail,Normal ,Medium,Fail,High risk
Medium,Low ,Medium,Medium,Fail,Medium,Fail,Normal ,High risk
Medium,Low ,Medium,Medium,Fail,Medium,Fail,Medium,High risk
Medium,Low ,Medium,Medium,Fail,Medium,Fail,Fail,High risk
Medium,Low ,Medium,Medium,Normal ,Medium,Normal ,Normal ,Medium risk
Medium,Low ,Medium,Medium,Normal ,Medium,Normal ,Medium,Medium risk
Medium,Low ,Medium,Medium,Normal ,Medium,Normal ,Fail,High risk
Medium,Low ,Medium,Medium,Normal ,Fail,Medium,Normal ,High risk
Medium,Low ,Medium,Medium,Normal ,Fail,Medium,Medium,High risk
Medium,Low ,Medium,Medium,Normal ,Fail,Medium,Fail,High risk
Medium,Low ,Medium,Medium,Normal ,Fail,Fail,Normal ,High risk
Medium,Low ,Medium,Medium,Normal ,Fail,Fail,Medium,High risk
Medium,Low ,Medium,Medium,Normal ,Fail,Fail,Fail,High risk
Medium,Low ,Medium,Fail,Medium,Normal ,Normal ,Normal ,High risk
Medium,Low ,Medium,Fail,Medium,Normal ,Normal ,Medium,High risk
Medium,Low ,Medium,Fail,Medium,Normal ,Normal ,Fail,High risk
Medium,Low ,Medium,Fail,Medium,Normal ,Medium,Normal ,High risk
Medium,Low ,Medium,Fail,Medium,Normal ,Medium,Medium,High risk
Medium,Low ,Medium,Fail,Medium,Normal ,Medium,Fail,High risk
Medium,Low ,Medium,Fail,Medium,Medium,Fail,Normal ,Emergency
Medium,Low ,Medium,Fail,Medium,Medium,Fail,Medium,Emergency
Medium,Low ,Medium,Fail,Medium,Medium,Fail,Fail,Emergency
Medium,Low ,Medium,Fail,Fail,Medium,Normal ,Normal ,Emergency
Medium,Low ,Medium,Fail,Fail,Medium,Normal ,Medium,Emergency
Medium,Low ,Medium,Fail,Fail,Medium,Normal ,Fail,Emergency
Medium,Low ,Medium,Fail,Fail,Fail,Medium,Normal ,Emergency
Medium,Low ,Medium,Fail,Fail,Fail,Medium,Medium,Emergency
Medium,Low ,Medium,Fail,Fail,Fail,Medium,Fail,Emergency
Medium,Low ,Medium,Fail,Fail,Fail,Fail,Normal ,Emergency
Medium,Low ,Medium,Fail,Fail,Fail,Fail,Medium,Emergency
Medium,Low ,Medium,Fail,Fail,Fail,Fail,Fail,Emergency
Medium,Low ,Fail,Normal ,Normal ,Normal ,Normal ,Normal ,Medium risk
Medium,Low ,Fail,Normal ,Normal ,Normal ,Normal ,Medium,Medium risk
Medium,Low ,Fail,Normal ,Normal ,Normal ,Normal ,Fail,High risk
Medium,Low ,Fail,Normal ,Normal ,Normal ,Medium,Normal ,Medium risk
Medium,Low ,Fail,Normal ,Normal ,Normal ,Medium,Medium,Medium risk
Medium,Low ,Fail,Normal ,Normal ,Normal ,Medium,Fail,High risk
Medium,Low ,Fail,Normal ,Normal ,Medium,Fail,Normal ,High risk
Medium,Low ,Fail,Normal ,Normal ,Medium,Fail,Medium,High risk
Medium,Low ,Fail,Normal ,Normal ,Medium,Fail,Fail,High risk
Medium,Low ,Fail,Normal ,Medium,Medium,Normal ,Normal ,Medium risk
Medium,Low ,Fail,Normal ,Medium,Medium,Normal ,Medium,Medium risk
Medium,Low ,Fail,Normal ,Medium,Medium,Normal ,Fail,High risk
Medium,Low ,Fail,Normal ,Medium,Fail,Medium,Normal ,High risk
Medium,Low ,Fail,Normal ,Medium,Fail,Medium,Medium,High risk
Medium,Low ,Fail,Normal ,Medium,Fail,Medium,Fail,High risk
Medium,Low ,Fail,Normal ,Medium,Fail,Fail,Normal ,High risk
Medium,Low ,Fail,Normal ,Medium,Fail,Fail,Medium,High risk
Medium,Low ,Fail,Normal ,Medium,Fail,Fail,Fail,Emergency
Medium,Low ,Fail,Medium,Fail,Normal ,Normal ,Normal ,High risk
Medium,Low ,Fail,Medium,Fail,Normal ,Normal ,Medium,High risk
Medium,Low ,Fail,Medium,Fail,Normal ,Normal ,Fail,High risk
Medium,Low ,Fail,Medium,Fail,Normal ,Medium,Normal ,High risk
Medium,Low ,Fail,Medium,Fail,Normal ,Medium,Medium,High risk
Medium,Low ,Fail,Medium,Fail,Normal ,Medium,Fail,High risk
Medium,Low ,Fail,Medium,Fail,Medium,Fail,Normal ,High risk
Medium,Low ,Fail,Medium,Fail,Medium,Fail,Medium,High risk
Medium,Low ,Fail,Medium,Fail,Medium,Fail,Fail,Emergency
Medium,Low ,Fail,Medium,Normal ,Medium,Normal ,Normal ,High risk
Medium,Low ,Fail,Medium,Normal ,Medium,Normal ,Medium,High risk
Medium,Low ,Fail,Medium,Normal ,Medium,Normal ,Fail,High risk
Medium,Low ,Fail,Medium,Normal ,Fail,Medium,Normal ,Emergency
Medium,Low ,Fail,Medium,Normal ,Fail,Medium,Medium,Emergency
Medium,Low ,Fail,Medium,Normal ,Fail,Medium,Fail,Emergency
Medium,Low ,Fail,Medium,Normal ,Fail,Fail,Normal ,Emergency
Medium,Low ,Fail,Medium,Normal ,Fail,Fail,Medium,Emergency
Medium,Low ,Fail,Medium,Normal ,Fail,Fail,Fail,Emergency
Medium,Low ,Fail,Fail,Medium,Normal ,Normal ,Normal ,Emergency
Medium,Low ,Fail,Fail,Medium,Normal ,Normal ,Medium,Emergency
Medium,Low ,Fail,Fail,Medium,Normal ,Normal ,Fail,Emergency
Medium,Low ,Fail,Fail,Medium,Normal ,Medium,Normal ,Emergency
Medium,Low ,Fail,Fail,Medium,Normal ,Medium,Medium,Emergency
Medium,Low ,Fail,Fail,Medium,Normal ,Medium,Fail,Emergency
Medium,Low ,Fail,Fail,Medium,Medium,Fail,Normal ,Emergency
Medium,Low ,Fail,Fail,Medium,Medium,Fail,Medium,Emergency
Medium,Low ,Fail,Fail,Medium,Medium,Fail,Fail,Emergency
Medium,Low ,Fail,Fail,Fail,Medium,Normal ,Normal ,Emergency
Medium,Low ,Fail,Fail,Fail,Medium,Normal ,Medium,Emergency
Medium,Low ,Fail,Fail,Fail,Medium,Normal ,Fail,Emergency
Medium,Low ,Fail,Fail,Fail,Fail,Medium,Normal ,Emergency
Medium,Low ,Fail,Fail,Fail,Fail,Medium,Medium,Emergency
Medium,Low ,Fail,Fail,Fail,Fail,Medium,Fail,Emergency
Medium,Low ,Fail,Fail,Fail,Fail,Fail,Normal ,Emergency
Medium,Low ,Fail,Fail,Fail,Fail,Fail,Medium,Emergency
Medium,Low ,Fail,Fail,Fail,Fail,Fail,Fail,Emergency
Medium,Medium,Normal,Normal ,Normal ,Normal ,Normal ,Normal ,Low risk 
Medium,Medium,Normal ,Normal ,Normal ,Normal ,Normal ,Medium,Medium risk
Medium,Medium,Normal ,Normal ,Normal ,Normal ,Normal ,Fail,Medium risk
Medium,Medium,Normal ,Normal ,Normal ,Normal ,Medium,Normal ,Medium risk
Medium,Medium,Normal ,Normal ,Normal ,Normal ,Medium,Medium,Medium risk
Medium,Medium,Normal ,Normal ,Normal ,Normal ,Medium,Fail,High risk
Medium,Medium,Normal ,Normal ,Normal ,Medium,Fail,Normal ,High risk
Medium,Medium,Normal ,Normal ,Normal ,Medium,Fail,Medium,High risk
Medium,Medium,Normal ,Normal ,Normal ,Medium,Fail,Fail,High risk
Medium,Medium,Normal ,Normal ,Medium,Medium,Normal ,Normal ,Medium risk
Medium,Medium,Normal ,Normal ,Medium,Medium,Normal ,Medium,Medium risk
Medium,Medium,Normal ,Normal ,Medium,Medium,Normal ,Fail,High risk
Medium,Medium,Normal ,Normal ,Medium,Fail,Medium,Normal ,High risk
Medium,Medium,Normal ,Normal ,Medium,Fail,Medium,Medium,High risk
Medium,Medium,Normal ,Normal ,Medium,Fail,Medium,Fail,High risk
Medium,Medium,Normal ,Normal ,Medium,Fail,Fail,Normal ,High risk
Medium,Medium,Normal ,Normal ,Medium,Fail,Fail,Medium,High risk
Medium,Medium,Normal ,Normal ,Medium,Fail,Fail,Fail,Emergency
Medium,Medium,Normal ,Medium,Fail,Normal ,Normal ,Normal ,High risk
Medium,Medium,Normal ,Medium,Fail,Normal ,Normal ,Medium,High risk
Medium,Medium,Normal ,Medium,Fail,Normal ,Normal ,Fail,High risk
Medium,Medium,Normal ,Medium,Fail,Normal ,Medium,Normal ,High risk
Medium,Medium,Normal ,Medium,Fail,Normal ,Medium,Medium,High risk
Medium,Medium,Normal ,Medium,Fail,Normal ,Medium,Fail,High risk
Medium,Medium,Normal ,Medium,Fail,Medium,Fail,Normal ,Emergency
Medium,Medium,Normal ,Medium,Fail,Medium,Fail,Medium,Emergency
Medium,Medium,Normal ,Medium,Fail,Medium,Fail,Fail,Emergency
Medium,Medium,Normal ,Medium,Normal ,Medium,Normal ,Normal ,Medium risk
Medium,Medium,Normal ,Medium,Normal ,Medium,Normal ,Medium,Medium risk
Medium,Medium,Normal ,Medium,Normal ,Medium,Normal ,Fail,High risk
Medium,Medium,Normal ,Medium,Normal ,Fail,Medium,Normal ,High risk
Medium,Medium,Normal ,Medium,Normal ,Fail,Medium,Medium,High risk
Medium,Medium,Normal ,Medium,Normal ,Fail,Medium,Fail,High risk
Medium,Medium,Normal ,Medium,Normal ,Fail,Fail,Normal ,Emergency
Medium,Medium,Normal ,Medium,Normal ,Fail,Fail,Medium,Emergency
Medium,Medium,Normal ,Medium,Normal ,Fail,Fail,Fail,Emergency
Medium,Medium,Normal ,Fail,Medium,Normal ,Normal ,Normal ,Medium risk
Medium,Medium,Normal ,Fail,Medium,Normal ,Normal ,Medium,Medium risk
Medium,Medium,Normal ,Fail,Medium,Normal ,Normal ,Fail,High risk
Medium,Medium,Normal ,Fail,Medium,Normal ,Medium,Normal ,Medium risk
Medium,Medium,Normal ,Fail,Medium,Normal ,Medium,Medium,Medium risk
Medium,Medium,Normal ,Fail,Medium,Normal ,Medium,Fail,High risk
Medium,Medium,Normal ,Fail,Medium,Medium,Fail,Normal ,Emergency
Medium,Medium,Normal ,Fail,Medium,Medium,Fail,Medium,Emergency
Medium,Medium,Normal ,Fail,Medium,Medium,Fail,Fail,Emergency
Medium,Medium,Normal ,Fail,Fail,Medium,Normal ,Normal ,Emergency
Medium,Medium,Normal ,Fail,Fail,Medium,Normal ,Medium,Emergency
Medium,Medium,Normal ,Fail,Fail,Medium,Normal ,Fail,Emergency
Medium,Medium,Normal ,Fail,Fail,Fail,Medium,Normal ,Emergency
Medium,Medium,Normal ,Fail,Fail,Fail,Medium,Medium,Emergency
Medium,Medium,Normal ,Fail,Fail,Fail,Medium,Fail,Emergency
Medium,Medium,Normal ,Fail,Fail,Fail,Fail,Normal ,Emergency
Medium,Medium,Normal ,Fail,Fail,Fail,Fail,Medium,Emergency
Medium,Medium,Normal ,Fail,Fail,Fail,Fail,Fail,Emergency
Medium,Medium,Medium,Normal ,Normal ,Normal ,Normal ,Normal ,Medium risk
Medium,Medium,Medium,Normal ,Normal ,Normal ,Normal ,Medium,Medium risk
Medium,Medium,Medium,Normal ,Normal ,Normal ,Normal ,Fail,High risk
Medium,Medium,Medium,Normal ,Normal ,Normal ,Medium,Normal ,Medium risk
Medium,Medium,Medium,Normal ,Normal ,Normal ,Medium,Medium,Medium risk
Medium,Medium,Medium,Normal ,Normal ,Normal ,Medium,Fail,High risk
Medium,Medium,Medium,Normal ,Normal ,Medium,Fail,Normal ,High risk
